nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor,jarak_terkecil_lat,jarak_terkecil_lng,jarak_terkecil_nama_tempat,jarak_terkecil_alamat,jarak_terkecil_values,berdekatan_30m,berdekatan_50m
indomaret melawai 6 no. 17,0.0,0,-6.2443244,106.7993621,"jl. melawai 6 no.17, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Indomaret,ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Melawai,Kebayoran Baru,Kota Jakarta Selatan,197,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",234.41261343755474,no,no
indomaret kh ahcmad dahlan. {twxj},4.1,27,-6.2458778,106.7920332,"qq3r+jrr, jalan kh. achmad dahlan, rt.3/rw.1, kramat pela, kota jakarta selatan",ChIJuxnwDxPxaS4R4BeT2kbalvE,Indomaret,ChIJuxnwDxPxaS4R4BeT2kbalvE,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,198,-6.2468975,106.7898721,alfamart,"jl. gandaria 1 kel no.41, rt.2/rw.3, kramat pela, kota jakarta selatan",264.4211527193291,no,no
indomaret melawai,4.4,110,-6.2460818,106.7998046,"jl. melawai raya no.17 melawai, kebayoran lama, rt.2/rw.1, melawai, south jakarta city",ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Indomaret,ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Melawai,Kebayoran Baru,Kota Jakarta Selatan,199,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",176.55055011383268,no,no
indomaret fave melawai (fm6s),0.0,0,-6.2444214,106.8015382,"jl. melawai iv no.3-11, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Indomaret,ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Melawai,Kebayoran Baru,Kota Jakarta Selatan,200,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",108.43769774822066,no,no
indomaret panglima polim 106,4.7,29,-6.2476908,106.7976133,"jl. panglima polim no.107, rw.5, b-c, kota jakarta selatan",ChIJI3U5C2XxaS4RdRRpbU-heos,Indomaret,ChIJI3U5C2XxaS4RdRRpbU-heos,Pulo,Kebayoran Baru,Kota Jakarta Selatan,201,-6.2476222,106.7950681,alfamart,"jl. barito ii no.kel, rt.8/rw.5, kramat pela, kota jakarta selatan",281.43623290030166,no,no
indomaret cikajang. f4o3,3.8,33,-6.2394178,106.8107532,"1, jl. cikajang no.1, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJC8mjQGfxaS4RkOquMhj4bMM,Indomaret,ChIJC8mjQGfxaS4RkOquMhj4bMM,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,202,-6.2392731,106.8100952,alfamart,"jl. wolter monginsidi kel no.46, rt.1/rw.6, petogogan, kota jakarta selatan",74.49141039682395,no,no
indomaret dan fotocopi,5.0,1,-6.2393471,106.8107088,"qr66+777, rt.1/rw.5, petogogan, south jakarta city",ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Indomaret,ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,203,-6.2392731,106.8100952,alfamart,"jl. wolter monginsidi kel no.46, rt.1/rw.6, petogogan, kota jakarta selatan",68.32246098556486,no,no
indomaret,4.6,23,-6.2407877,106.7915935,"jl. tebah ii no.29, rt.13/rw.3, gunung, kota jakarta selatan",ChIJS27Tds_xaS4R_ZcfY1bc7Eo,Indomaret,ChIJS27Tds_xaS4R_ZcfY1bc7Eo,Gunung,Kebayoran Baru,Kota Jakarta Selatan,204,-6.2415428,106.793223,alfamart kyai maja,"10, jl. kyai maja no.37, rt.10/rw.7, kramat pela, kota jakarta selatan",198.72724767076406,no,no
indomaret birah senayan,4.1,168,-6.2353007,106.8152731,"no.13, jl. birah i no.1, rt.5/rw.6, rw. bar., kota jakarta selatan",ChIJkYWOBl_xaS4RmTTy6oeqFXc,Indomaret,ChIJkYWOBl_xaS4RmTTy6oeqFXc,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan,205,-6.2385571,106.8170846,alfamart,"jl. wolter monginsidi no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",413.77334935555314,no,no
indomaret direktorat jenderal pajak,4.6,7,-6.2255721,106.8163936,"kompleks kantor pusat djp basement 1, jend. gatot subroto kav 40-42, senayan, kebayoran baru, rt.7/rw.1, senayan, kota jakarta selatan",ChIJdfevp1fxaS4RnmGonsjjpmU,Indomaret,ChIJdfevp1fxaS4RnmGonsjjpmU,Senayan,Kebayoran Baru,Kota Jakarta Selatan,206,-6.226305,106.8191669,alfamart,"apartemen taman semanggi, jl. akri kel no.136, rt.8/rw.2, karet semanggi, kota jakarta selatan",317.20581129004717,no,no
indomaret wolter mongonsidi,4.4,150,-6.2385571,106.817085,"1, jl. kapten tendean no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",ChIJB9ECK93xaS4R_Mj4ihkqHJI,Indomaret,ChIJB9ECK93xaS4R_Mj4ihkqHJI,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan,207,-6.2385571,106.8170846,alfamart,"jl. wolter monginsidi no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",0.04421463635147021,yes,yes
indomaret,4.3,115,-6.2249707,106.807775,"plaza bapindo kav 54-55 no 54-56, jl. jenderal sudirman, rt.5/rw.3, senayan, kota jakarta selatan",ChIJo4N061HxaS4RLUD76ouW53E,Indomaret,ChIJo4N061HxaS4RLUD76ouW53E,Senayan,Kebayoran Baru,Kota Jakarta Selatan,208,-6.226305,106.8191669,alfamart,"apartemen taman semanggi, jl. akri kel no.136, rt.8/rw.2, karet semanggi, kota jakarta selatan",1267.9631362413472,no,no
indomaret cipaku 1 no. 33,0.0,0,-6.2393039,106.8121988,"jl. cipaku i no.2, rw.4, petogogan, kota jakarta selatan",ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Indomaret,ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,209,-6.2392731,106.8100952,alfamart,"jl. wolter monginsidi kel no.46, rt.1/rw.6, petogogan, kota jakarta selatan",232.5496659866022,no,no
indomaret,4.3,42,-6.2857772,106.7808844,"pq7j+p92, jl. metro pondok indah, rt.3/rw.14, pd. pinang, kota jakarta selatan",ChIJLWcbOM_xaS4RIMEFJuZjRvY,Indomaret,ChIJLWcbOM_xaS4RIMEFJuZjRvY,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,235,-6.2844107,106.7809859,alfamart,"pondok pinang, south jakarta city",152.36164898273066,no,no
indomaret ciputat raya 4,4.1,18,-6.2829641,106.7806074,"jl. ciputat raya no.4, rt.9/rw.2, pd. pinang, kota jakarta selatan",ChIJd-fx6q3xaS4RLtxCS_G0RvY,Indomaret,ChIJd-fx6q3xaS4RLtxCS_G0RvY,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,236,-6.2844107,106.7809859,alfamart,"pondok pinang, south jakarta city",166.20587144143175,no,no
indomaret - plaza satu pondok indah,4.2,9,-6.2843295,106.7811145,"jl. taman duta i no.7, rt.4/rw.14, pd. pinang, kota jakarta selatan",ChIJn2i-wMjxaS4RporVNR8Svs0,Indomaret,ChIJn2i-wMjxaS4RporVNR8Svs0,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,237,-6.2844107,106.7809859,alfamart,"pondok pinang, south jakarta city",16.839076590453818,yes,yes
indomaret ciputat raya 5,4.0,1,-6.2776029,106.7794317,"jl. ciputat raya no.01, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R4pD7bmqkkgI,Indomaret,ChIJE1VVVbbxaS4R4pD7bmqkkgI,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,238,-6.2773994,106.7765074,alfamart,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",324.00917864026087,no,no
indomaret ciputat raya 4,0.0,0,-6.2776029,106.7794317,"jl. ciputat raya 24 rt 009 rw 002, pondok pinang, kebayoran lama, rt.11/rw.15, pondok pinang, south jakarta city",ChIJE1VVVbbxaS4R-dLB7PhRuak,Indomaret,ChIJE1VVVbbxaS4R-dLB7PhRuak,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,239,-6.2773994,106.7765074,alfamart,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",324.00917864026087,no,no
indomaret metro pondok indah,4.3,480,-6.2743949,106.7827922,"blok tc, jl. metro pondok indah no.11, rt.2/rw.15, pd. pinang, kota jakarta selatan",ChIJm56pCbrxaS4RgzDUcFCWSR0,Indomaret,ChIJm56pCbrxaS4RgzDUcFCWSR0,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,240,-6.2773994,106.7765074,alfamart,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",770.8130922361453,no,no
indomaret tanah kusir 2 dalam tt2d,4.4,269,-6.257153,106.784136,"gg. swadaya iii no.18, rt.10/rw.9, kby. lama sel., kota jakarta selatan",ChIJZbLLdm_xaS4R4cgyDKLeE8k,Indomaret,ChIJZbLLdm_xaS4R4cgyDKLeE8k,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,241,-6.2582723,106.7839248,alfamart,"jl. tanah kusir ii no.65, rt.3/rw.011 kel, kby. lama sel., kota jakarta selatan",126.6310335269504,no,no
