nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor,jarak_terkecil_lat,jarak_terkecil_lng,jarak_terkecil_nama_tempat,jarak_terkecil_alamat,jarak_terkecil_values,berdekatan_30m,berdekatan_50m
indomaret amd manunggal,4.4,209,-6.2303346,106.7508204,"jl. amd manunggal v no.2, rw.10, petukangan utara, kota jakarta selatan",ChIJr5QeJsbwaS4RabTVm0qv1rA,Indomaret,ChIJr5QeJsbwaS4RabTVm0qv1rA,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,518,-6.2273784,106.7526256,outlet binaan alfamart,"jl. masjid darul falah no.8, rw.3, petukangan utara, kota jakarta selatan",384.54054064566776,no,no
muchtar indomaret kingdom 2. fvpx,3.8,19,-6.2305823,106.7456635,"jl. h. muchtar raya no.01, rt.5/rw.1, petukangan utara, kota jakarta selatan",ChIJr4-HGLjwaS4Ragtsic4Yjus,Indomaret,ChIJr4-HGLjwaS4Ragtsic4Yjus,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,519,-6.230082,106.7457079,alfamart,"jl. h. muchtar raya rt 05/1 kel, rt.5/rw.1, petukangan utara, kota jakarta selatan",55.84697289212968,no,no
indomaret darul fallah tp13,4.4,159,-6.2333969,106.7515457,"jl. mesjid darul falah no.29d, rt.4/rw.2, petukangan utara, kota jakarta selatan",ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Indomaret,ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,520,-6.2350886,106.7512863,alfamart,"jl. masjid darul falah kel no.4a, rt.3/rw.2, petukangan utara, kota jakarta selatan",190.28151495205145,no,no
indomaret plus,0.0,0,-6.2240492,106.7547125,"jl. taman alfa indah no.10, rw.7, petukangan utara, kota jakarta selatan",ChIJKxJkI8zwaS4RTDk1MNNsXKU,Indomaret,ChIJKxJkI8zwaS4RTDk1MNNsXKU,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,521,-6.2262738,106.7574297,alfamart,"jl. palem v no.29a, rt.3/rw.008 kel, petukangan utara, kota jakarta selatan",389.1066369918954,no,no
indomaret guru mughni,4.1,41,-6.2269641,106.8213717,"jalan guru mughni no. c4, karet semanggi, setiabudi, rt.5/rw.2, karet semanggi, rt.5/rw.2, karet semanggi, kota jakarta selatan",ChIJ4T8PLOPzaS4RQDVcYaC-IGg,Indomaret,ChIJ4T8PLOPzaS4RQDVcYaC-IGg,Karet Semanggi,Setiabudi,Kota Jakarta Selatan,553,-6.226305,106.8191669,alfamart,"apartemen taman semanggi, jl. akri kel no.136, rt.8/rw.2, karet semanggi, kota jakarta selatan",254.4975775357791,no,no
indomaret point,3.3,3,-6.2331067,106.8230684,"patra jasa, jl. gatot subroto, rt.6/rw.3, kuningan, kuningan tim., kota jakarta selatan",ChIJpbNXVUrzaS4Rt_lHfKPzCKM,Indomaret,ChIJpbNXVUrzaS4Rt_lHfKPzCKM,Kuningan Timur,Setiabudi,Kota Jakarta Selatan,554,-6.2303643,106.8218469,alfamart,"jl. guru mughni kel no.12, rt.1, kuningan, kuningan tim., kota jakarta selatan",333.4969937126719,no,no
indomaret itc kuningan,0.0,0,-6.2235581,106.8259947,"jl. prof. dr. satrio no.18, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJDW3h1JDzaS4R8CQ1sNCxq94,Indomaret,ChIJDW3h1JDzaS4R8CQ1sNCxq94,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,555,-6.2256225,106.8301711,alfamart satrio,"jl. prof. dr. satrio no.9, rt.7/rw.2, kuningan, kuningan tim., kota jakarta selatan",515.5784928026255,no,no
indomaret pedurenan,4.4,99,-6.2222333,106.8261754,"jl. pedurenan masjid iii no.50, rt.8/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJjyTKfPnzaS4RmgahJeqJgd8,Indomaret,ChIJjyTKfPnzaS4RmgahJeqJgd8,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,556,-6.2189325,106.8302356,alfamart,"jl.hr. rasuna said kav. 3 - 5 kel, rt.6/rw.7, kuningan, setia budi, kota jakarta selatan",579.7834486080543,no,no
indomaret,4.0,7,-6.223766,106.826793,"jl. prof. dr. satrio no.63, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJq-xEWLDzaS4RO4DqvG3IFd0,Indomaret,ChIJq-xEWLDzaS4RO4DqvG3IFd0,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,557,-6.2256225,106.8301711,alfamart satrio,"jl. prof. dr. satrio no.9, rt.7/rw.2, kuningan, kuningan tim., kota jakarta selatan",426.6761240958342,no,no
indomaret menara kuningan,5.0,2,-6.2186328,106.8300399,"6, jl. denpasar no.7, rt.6/rw.7, kuningan, karet kuningan, kota jakarta selatan",ChIJX77vnO3zaS4RglK4CERSUh4,Indomaret,ChIJX77vnO3zaS4RglK4CERSUh4,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,558,-6.2189325,106.8302356,alfamart,"jl.hr. rasuna said kav. 3 - 5 kel, rt.6/rw.7, kuningan, setia budi, kota jakarta selatan",39.73091738034872,no,yes
indomaret plus,4.0,88,-6.2212663,106.8270455,"jl. karet pedurenan no.68a, rt.9/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJFwAAAPnzaS4RSejras5dRMU,Indomaret,ChIJFwAAAPnzaS4RSejras5dRMU,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,559,-6.2189325,106.8302356,alfamart,"jl.hr. rasuna said kav. 3 - 5 kel, rt.6/rw.7, kuningan, setia budi, kota jakarta selatan",437.83043515871884,no,no
indomaret dr satrio 289,4.6,13,-6.2177327,106.8196168,"jalan professor doktor satrio no.289, karet kuningan, setiabudi rt.1/rw.1, kuningan, rt.1/rw.1, kuningan, karet kuningan, south jakarta city",ChIJf1IrAD3zaS4RP2uQZVJc8jY,Indomaret,ChIJf1IrAD3zaS4RP2uQZVJc8jY,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,560,-6.216338,106.8203685,alfamart,"jl. bek murad no.7, rt.8/rw.001 kel, kuningan, karet kuningan, kota jakarta selatan",175.94189766390795,no,no
indomaret plaza festival,3.4,10,-6.2212209,106.8328964,"qrhm+g56, rt.2/rw.5, karet kuningan, south jakarta city",ChIJMUTCa23zaS4RHTh8p6ntkmM,Indomaret,ChIJMUTCa23zaS4RHTh8p6ntkmM,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,561,-6.2193385,106.8344896,alfamart bakrie tower,"bakrie tower, jl. epicentrum utama raya no.2, rt.2/rw.5, karet kuningan, south jakarta city",273.54705149081593,no,no
indomaret bek murad fz7m,4.2,36,-6.216344,106.8201923,"jl. bek murad no.36, rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJCzDmJsD1aS4RcZY18yQacU8,Indomaret,ChIJCzDmJsD1aS4RcZY18yQacU8,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,562,-6.216338,106.8203685,alfamart,"jl. bek murad no.7, rt.8/rw.001 kel, kuningan, karet kuningan, kota jakarta selatan",19.488794343827696,yes,yes
indomaret karbela,4.0,35,-6.2160862,106.8232321,"jl. flamboyan no.1, rt.9/rw.3, kuningan, karet, kota jakarta selatan",ChIJQ7XctwD0aS4RfpVYI5dO7Tk,Indomaret,ChIJQ7XctwD0aS4RfpVYI5dO7Tk,Karet,Setiabudi,Kota Jakarta Selatan,563,-6.216338,106.8203685,alfamart,"jl. bek murad no.7, rt.8/rw.001 kel, kuningan, karet kuningan, kota jakarta selatan",317.781907348844,no,no
indomaret setiabudi 17 ttap,4.7,9,-6.2104472,106.8230337,"jl. setiabudi raya no.17, rt.2/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJT8CQPFb1aS4RK8qucus35Ww,Indomaret,ChIJT8CQPFb1aS4RK8qucus35Ww,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,564,-6.2104934,106.8230285,alfamart setiabudibarat,"jl. setiabudi raya no.2, rw.2, kuningan, kota jakarta selatan",5.169272054631611,yes,yes
indomaret the peak - tapq,0.0,0,-6.2105197,106.8242588,"qrqf+rj4, the peak jalan setiabudi raya, rt.2/rw.2, kuningan, setia budi, kota jakarta selatan",ChIJ_1BcKv_1aS4Rlooh3g26uJc,Indomaret,ChIJ_1BcKv_1aS4Rlooh3g26uJc,Setia Budi,Setiabudi,Kota Jakarta Selatan,565,-6.2104934,106.8230285,alfamart setiabudibarat,"jl. setiabudi raya no.2, rw.2, kuningan, kota jakarta selatan",136.0318666878936,no,no
indomaret (tokx),0.0,0,-6.2066261,106.8267823,"jl. setia budi viii no.10, rt.2/rw.3, kuningan, setia budi, kota jakarta selatan",ChIJq1gLE__1aS4RWeHN-mgTXGM,Indomaret,ChIJq1gLE__1aS4RWeHN-mgTXGM,Setia Budi,Setiabudi,Kota Jakarta Selatan,566,-6.2092301,106.8266949,alfamart karbela 3,"jl. setia budi tengah no.5, rt.1/rw.1, kuningan, kota jakarta selatan",289.7131307401348,no,no
indomaret convenience store point,4.0,25,-6.2048824,106.8226389,"wisma indosemen lantai gf/annex kav. 70-71, jl. jenderal sudirman, rt.3/rw.3, kuningan, setia budi, kota jakarta selatan",ChIJJ5m3hBz0aS4RBJ9_gwBC4gk,Indomaret,ChIJJ5m3hBz0aS4RBJ9_gwBC4gk,Setia Budi,Setiabudi,Kota Jakarta Selatan,567,-6.2086877,106.8245274,alfamart,"jl. setia budi barat no.5, rt. 004/003, rt.5/rw.3, kuningan, setia budi, kota jakarta selatan",471.82696061585114,no,no
indomaret plus,0.0,0,-6.2082474,106.8327765,"qrrm+p42, rt.8/rw.2, guntur, south jakarta city",ChIJZU13Dof1aS4RXIGm2TLCTWY,Indomaret,ChIJZU13Dof1aS4RXIGm2TLCTWY,Guntur,Setiabudi,Kota Jakarta Selatan,568,-6.213906,106.831112,alfamart,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",655.5596809074958,no,no
indomaret menara imperium (t7xu),4.6,15,-6.2101278,106.8312488,"menara imperium, jl. h. r. rasuna said no.1, rt.1/rw.6, guntur, kota jakarta selatan",ChIJHYztEg_0aS4RoD35swJ40H4,Indomaret,ChIJHYztEg_0aS4RoD35swJ40H4,Guntur,Setiabudi,Kota Jakarta Selatan,569,-6.213906,106.831112,alfamart,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",420.3893261679672,no,no
indomaret,0.0,0,-6.214337,106.8312134,"wisma budi, jl. h. r. rasuna said no.3, rt.3/rw.1, karet, kota jakarta selatan",ChIJVwsQapH1aS4RRn0qO3oi72c,Indomaret,ChIJVwsQapH1aS4RRn0qO3oi72c,Karet,Setiabudi,Kota Jakarta Selatan,570,-6.213906,106.831112,alfamart,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",49.218425445348295,no,yes
indomaret menteng wadas,3.0,2,-6.2106207,106.8419454,"jl. menteng wadas timur no.17, rt.1/rw.7, ps. manggis, kota jakarta selatan",ChIJVxLzin71aS4R5ngDmYA-lEM,Indomaret,ChIJVxLzin71aS4R5ngDmYA-lEM,Pasar Manggis,Setiabudi,Kota Jakarta Selatan,571,-6.2109303,106.8421876,alfamart mwtm (k795),"jl. menteng wadas timur no.18b, rt.9/rw.1, ps. manggis, kota jakarta selatan",43.61150105844458,no,yes
indomaret,4.4,75,-6.2162857,106.843786,"qrmv+fgp, rt.1/rw.7, menteng atas, south jakarta city",ChIJE27Ce3X0aS4RwPqn75uJU88,Indomaret,ChIJE27Ce3X0aS4RwPqn75uJU88,Menteng Atas,Setiabudi,Kota Jakarta Selatan,572,-6.2172074,106.8442193,alfamart,"jl.dr. saharjo no. 96, kel no.1, rt.1/rw.7, menteng atas, kota jakarta selatan",113.12852723461643,no,no
indomaret menteng wadas 2,3.8,8,-6.2113933,106.8415987,"jl. menteng wadas timur no.11, rt.8/rw.1, ps. manggis, kota jakarta selatan",ChIJt6qq6gz0aS4Rc32yPpqE5bc,Indomaret,ChIJt6qq6gz0aS4Rc32yPpqE5bc,Pasar Manggis,Setiabudi,Kota Jakarta Selatan,573,-6.210939,106.8421901,alfamart,"jl. menteng wadas timur no. 12, kel no.01, rt.2/rw.1, ps. manggis, kota jakarta selatan",82.61789363040717,no,no
indomaret guntur t 42,4.4,208,-6.2086144,106.8368663,"jl. guntur no.40, rt.8/rw.1, guntur, kota jakarta selatan",ChIJU8fWq6_1aS4RLiY3lLYzs2o,Indomaret,ChIJU8fWq6_1aS4RLiY3lLYzs2o,Guntur,Setiabudi,Kota Jakarta Selatan,574,-6.2119276,106.8380365,alfamart muria tanjakan,"jl. muria tanjakan gg. c2 no.6, rt.1/rw.12, ps. manggis, kota jakarta selatan",390.46160587292917,no,no
indomaret menteng atas,3.8,22,-6.214204,106.8409467,"jl. menteng atas no.rt. 03/06, rt.3/rw.6, menteng atas, kota jakarta selatan",ChIJb2LXKQv0aS4RMsA0_7UBZqw,Indomaret,ChIJb2LXKQv0aS4RMsA0_7UBZqw,Menteng Atas,Setiabudi,Kota Jakarta Selatan,575,-6.2140737,106.8402247,alfamart menteng atas,"jl. menteng atas no.9, rw.12, kuningan, pasar manggis, south jakarta city",81.1155917674753,no,no
indomaret minangkabau dalam,4.2,195,-6.2156947,106.8422542,"jl. minangkabau dalam no.1, rt.4/rw.14, menteng atas, kota jakarta selatan",ChIJt9agVXX0aS4RMX9VQephLU0,Indomaret,ChIJt9agVXX0aS4RMX9VQephLU0,Menteng Atas,Setiabudi,Kota Jakarta Selatan,576,-6.2140088,106.842788,alfamart sawah lunto,"11, jl. minangkabau barat no.58d, rt.11/rw.9, ps. manggis, kota jakarta selatan",196.53118901867438,no,no
indomaret permata kuningan,3.0,7,-6.2123971,106.8336757,"jalan kuningan mulia kav. 9c, kel. guntur, kec. setiabudi, rt.6/rw.1, menteng atas, rt.6/rw.1, menteng atas, kota jakarta selatan",ChIJw___Pw70aS4RWR0PfuJ3EbQ,Indomaret,ChIJw___Pw70aS4RWR0PfuJ3EbQ,Menteng Atas,Setiabudi,Kota Jakarta Selatan,577,-6.213906,106.831112,alfamart,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",329.33931491047724,no,no
indomaret point wisma budi,3.8,5,-6.2141795,106.831199,"jl. hr rasuna said no.kav c5-6, rt.3/rw.1, 10, karet, kota jakarta selatan",ChIJS4y29Aj0aS4Rhsigp-JY_H4,Indomaret,ChIJS4y29Aj0aS4Rhsigp-JY_H4,Karet,Setiabudi,Kota Jakarta Selatan,578,-6.213906,106.831112,alfamart,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",31.896239946396122,no,yes
indomaret,4.4,56,-6.2113771,106.8413589,"jl. menteng wadas timur no.3, rw.7, ps. manggis, kota jakarta selatan",ChIJ8wnNTnP0aS4Rt4yRAq93XYE,Indomaret,ChIJ8wnNTnP0aS4Rt4yRAq93XYE,Pasar Manggis,Setiabudi,Kota Jakarta Selatan,579,-6.210939,106.8421901,alfamart,"jl. menteng wadas timur no. 12, kel no.01, rt.2/rw.1, ps. manggis, kota jakarta selatan",103.99787889683881,no,no
indomaret wisma staco,5.0,2,-6.2246197,106.8401752,"wisma staco, jl. raya casablanca no.4, rt.4/rw.12, menteng dalam, kota jakarta selatan",ChIJTYdPFlzzaS4R4JoaMHSAiPY,Indomaret,ChIJTYdPFlzzaS4R4JoaMHSAiPY,Menteng Dalam,Tebet,Kota Jakarta Selatan,608,-6.2177142,106.8386021,alfamart menteng atas selatan 3,"qrjq+wc9, rt.9/rw.4, menteng atas, south jakarta city",787.3013206581497,no,no
indomaret plus rasamala,4.1,61,-6.2336278,106.8395619,"jl. rasamala raya no.26, rt.7/rw.9, menteng dalam, kota jakarta selatan",ChIJtaqqauvzaS4RnSCep_ghRMM,Indomaret,ChIJtaqqauvzaS4RnSCep_ghRMM,Menteng Dalam,Tebet,Kota Jakarta Selatan,609,-6.234524,106.839845,alfamart rasamala,"jl. rasamala raya no.29, rt.1/rw.9, menteng dalam, kota jakarta selatan",104.45089484082146,no,no
indomaret soepomo,4.1,16,-6.2325019,106.8444327,"qr9v+2q4, jalan dr. soepomo, rt.1/rw.3, menteng dalam, kota jakarta selatan",ChIJw4Qe95TzaS4R4TukR0p9hZk,Indomaret,ChIJw4Qe95TzaS4R4TukR0p9hZk,Menteng Dalam,Tebet,Kota Jakarta Selatan,610,-6.2295531,106.8467864,alfamart,"jl dr soepomo sh no 73d menten, rt.2/rw.15, menteng dalam, kota jakarta selatan",418.5732382004027,no,no
indomaret supomo 2,3.9,40,-6.2392779,106.8456902,"jl. prof. dr. soepomo no.02, rt.14/rw.6, tebet bar., kota jakarta selatan",ChIJXRviXL7zaS4RE8cUq9rXJQc,Indomaret,ChIJXRviXL7zaS4RE8cUq9rXJQc,Tebet Barat,Tebet,Kota Jakarta Selatan,611,-6.2339941,106.8496706,alfamart,"jl. tebet barat, no. iv, no. 7, rt. 016 / 04, kel, rt.16/rw.2, tebet bar., kota jakarta selatan",734.0151188939241,no,no
indomaret casablanca,3.7,22,-6.2250076,106.8428196,"jalan casablanca, rt. 07 / rw. 11, menteng dalam, tebet, rt.7/rw.11, menteng dalam, kota jakarta selatan",ChIJVaFRO43zaS4R9wZv9oxkGeI,Indomaret,ChIJVaFRO43zaS4R9wZv9oxkGeI,Menteng Dalam,Tebet,Kota Jakarta Selatan,612,-6.2295531,106.8467864,alfamart,"jl dr soepomo sh no 73d menten, rt.2/rw.15, menteng dalam, kota jakarta selatan",669.1313369927741,no,no
indomaret tebet barat in tk29,4.2,149,-6.2383462,106.847226,"jl. tebet barat dalam ivd no.88, rw.6, tebet bar., kota jakarta selatan",ChIJ7ahV373zaS4Rm9rs7VrGTVg,Indomaret,ChIJ7ahV373zaS4Rm9rs7VrGTVg,Tebet Barat,Tebet,Kota Jakarta Selatan,613,-6.2339941,106.8496706,alfamart,"jl. tebet barat, no. iv, no. 7, rt. 016 / 04, kel, rt.16/rw.2, tebet bar., kota jakarta selatan",554.2639999638898,no,no
indomaret pal batu 36,4.3,70,-6.2247397,106.8447512,"jl. pal batu raya no.36, rt.13/rw.4, menteng dalam, kota jakarta selatan",ChIJtX8wqY3zaS4RTpmMPQzAFbg,Indomaret,ChIJtX8wqY3zaS4RTpmMPQzAFbg,Menteng Dalam,Tebet,Kota Jakarta Selatan,614,-6.2233659,106.8491521,alfamart abdullah syafei,"jl. kh. abdullah syafei no.27, kel no.01, rt.4/rw.1, manggarai sel., kota jakarta selatan",509.894533815266,no,no
indomaret,4.2,421,-6.2292053,106.8474494,"jl. prof supomo no 321 blok bz persil no 19, rt.13/rw.2, tebet barat, rt.13/rw.2, tebet bar., kota jakarta selatan",ChIJxf__P5bzaS4RZ7KfkYohoDc,Indomaret,ChIJxf__P5bzaS4RZ7KfkYohoDc,Tebet Barat,Tebet,Kota Jakarta Selatan,615,-6.2295531,106.8467864,alfamart,"jl dr soepomo sh no 73d menten, rt.2/rw.15, menteng dalam, kota jakarta selatan",82.86520106833942,no,no
indomaret al barkah,4.6,18,-6.2204901,106.8472328,"jl. albarkah no.20, rt.7/rw.3, manggarai sel., kota jakarta selatan",ChIJk___P4nzaS4RKHnkXKOuy64,Indomaret,ChIJk___P4nzaS4RKHnkXKOuy64,Manggarai Selatan,Tebet,Kota Jakarta Selatan,616,-6.2209506,106.8501247,alfamart,"jl. albarkah kel no.4, rw.3, manggarai sel., kota jakarta selatan",323.7467146384801,no,no
indomaret apartemen casablanca,1.0,1,-6.2232986,106.8453453,"jl. raya casablanca no.14, rw.5, menteng dalam, kota jakarta selatan",ChIJV4P3VhjzaS4RnuDMhqW9W2w,Indomaret,ChIJV4P3VhjzaS4RnuDMhqW9W2w,Menteng Dalam,Tebet,Kota Jakarta Selatan,617,-6.2233659,106.8491521,alfamart abdullah syafei,"jl. kh. abdullah syafei no.27, kel no.01, rt.4/rw.1, manggarai sel., kota jakarta selatan",420.8694342292986,no,no
indomaret tebet raya,4.3,37,-6.2303423,106.8514366,"jl. tebet raya no.30 a, rt.2/rw.2, tebet bar., kota jakarta selatan",ChIJV7cl6pDzaS4RnpIsEEg4Wik,Indomaret,ChIJV7cl6pDzaS4RnpIsEEg4Wik,Tebet Barat,Tebet,Kota Jakarta Selatan,618,-6.2296444,106.8533086,alfamart,"jl. tebet raya no.10a, rt.9/rw.4 kel, tebet tim., kota jakarta selatan",221.00085546041262,no,no
indomaret casablanca mansion fl12,4.0,4,-6.2231852,106.8461687,"qrgw+qf6, apartemen casablanca mansion jalan casablanca setia budi, rt.14/rw.5, menteng dalam, kota jakarta selatan",ChIJuRjcO4zzaS4RUa5WFynptng,Indomaret,ChIJuRjcO4zzaS4RUa5WFynptng,Menteng Dalam,Tebet,Kota Jakarta Selatan,619,-6.2233659,106.8491521,alfamart abdullah syafei,"jl. kh. abdullah syafei no.27, kel no.01, rt.4/rw.1, manggarai sel., kota jakarta selatan",330.39600486887787,no,no
indomaret tebet,4.7,26,-6.2242003,106.8525338,"jl. kh abdullah syafei no.2, rt.12/rw.5, bukit duri, kota jakarta selatan",ChIJndinnI_zaS4RsBdPM7-_7mo,Indomaret,ChIJndinnI_zaS4RsBdPM7-_7mo,Bukit Duri,Tebet,Kota Jakarta Selatan,620,-6.2237489,106.8551894,alfamart,"jl. sawo kecik raya no.4, rt.0 kel, rt.6/rw.6, bukit duri, kota jakarta selatan",297.80945625242407,no,no
indomaret tebet barat raya,4.4,15,-6.2383118,106.850335,"jl. tebet barat ix no.20, rt.5/rw.4, tebet bar., kota jakarta selatan",ChIJBxrDu73zaS4R_jKixhfyWEE,Indomaret,ChIJBxrDu73zaS4R_jKixhfyWEE,Tebet Barat,Tebet,Kota Jakarta Selatan,621,-6.2339941,106.8496706,alfamart,"jl. tebet barat, no. iv, no. 7, rt. 016 / 04, kel, rt.16/rw.2, tebet bar., kota jakarta selatan",485.6915558921016,no,no
indomaret stasiun tebet,0.0,0,-6.227752,106.8563415,"dalam 3, 4, jl. tebet raya no.69, rt.4/rw.1, tebet tim., kota jakarta selatan",ChIJfS5DnODzaS4RByux-xL7Cy4,Indomaret,ChIJfS5DnODzaS4RByux-xL7Cy4,Tebet Timur,Tebet,Kota Jakarta Selatan,622,-6.2271362,106.8550131,alfamart tebet utara dalam,"10, jl. tebet utara dalam no.14, rw.1, tebet tim., kota jakarta selatan",162.02049311525988,no,no
indomaret asem baris,4.1,23,-6.2389963,106.8602569,"jl. asem baris raya no.1, rt.6/rw.13, kb. baru, kota jakarta selatan",ChIJuZeA4KHzaS4RO8kOMnZzjnw,Indomaret,ChIJuZeA4KHzaS4RO8kOMnZzjnw,Kebon Baru,Tebet,Kota Jakarta Selatan,623,-6.2380031,106.8602481,alfamart,"jl. asem baris raya no.146, rt.11/rw.012 kel, kb. baru, kota jakarta selatan",110.44323736631638,no,no
indomaret tebet timur dalam raya,4.4,11,-6.2363837,106.8568272,"jl. tebet timur dalam raya no.29, rt.11/rw.7, tebet tim., kota jakarta selatan",ChIJzddog5jzaS4RM7Gl9dS3Gbs,Indomaret,ChIJzddog5jzaS4RM7Gl9dS3Gbs,Tebet Timur,Tebet,Kota Jakarta Selatan,624,-6.2349423,106.8570767,alfamart,"jl. tebet timur dalam raya kel no.9, rt.5/rw.6, tebet tim., kota jakarta selatan",162.63206277055897,no,no
indomaret mt haryono,4.3,3,-6.2422974,106.8551682,"menara mt. haryono, jl. mt. haryono kav 23, rt.12/rw.5, tebet timur, tebet, rt.10/rw.9, tebet tim., kota jakarta selatan",ChIJHQAAwJnzaS4RX1MjemHCBZM,Indomaret,ChIJHQAAwJnzaS4RX1MjemHCBZM,Tebet Timur,Tebet,Kota Jakarta Selatan,625,-6.2427469,106.8545314,alfamart apartemen signature,"jl. letjen m.t. haryono no.10, rw.9, tebet tim., kota jakarta selatan",86.32991428329353,no,no
indomaret asembaris 2. tc71,3.8,10,-6.2292648,106.8590207,"jalan asem baris, rt.5/rw.5, kebon baru, tebet, rt.5/rw.5, kb. baru, kota jakarta selatan",ChIJ95g2h5vzaS4R0qUPfUiXjys,Indomaret,ChIJ95g2h5vzaS4R0qUPfUiXjys,Kebon Baru,Tebet,Kota Jakarta Selatan,626,-6.2315332,106.8595579,alfamart asem baris 9,"jl. asem baris raya no.2, rt.4/rw.4, kb. baru, kota jakarta selatan",259.1304292541346,no,no
indomaret lapangan tembak 3,4.0,1,-6.2402503,106.8557039,"jl. lapangan tembak no. 08 rt. 02 rw. 10, rt.1/rw.8, east tebet, south jakarta city",ChIJE3_-BaPzaS4Rs0YHJv9N4H0,Indomaret,ChIJE3_-BaPzaS4Rs0YHJv9N4H0,Tebet Timur,Tebet,Kota Jakarta Selatan,627,-6.2427469,106.8545314,alfamart apartemen signature,"jl. letjen m.t. haryono no.10, rw.9, tebet tim., kota jakarta selatan",306.3725807282916,no,no
indomaret abdullah syafei 45c,4.7,6,-6.2258963,106.8575556,"jalan kh. abdullah syafei no.45 1 2, rt.4/rw.1, manggarai sel., kota jakarta selatan",ChIJ63NDeWPzaS4RHVCnhEWtXTU,Indomaret,ChIJ63NDeWPzaS4RHVCnhEWtXTU,Manggarai Selatan,Tebet,Kota Jakarta Selatan,628,-6.2258686,106.8586468,alfamart stasiu,"qvf5+mfc, flyover stasiun tebet, rt.3/rw.9, kb. baru, kota jakarta selatan",120.65976016168132,no,no
indomaret convenience store,4.3,73,-6.2258324,106.858882,"jl. bukit duri tanjakan no. 1 rt 12/ rw 02 rt.3, rt.1/rw.9, bukit duri, kota jakarta selatan",ChIJy6qqaoTzaS4RC_J-x2TbxZU,Indomaret,ChIJy6qqaoTzaS4RC_J-x2TbxZU,Bukit Duri,Tebet,Kota Jakarta Selatan,629,-6.2258337,106.8589905,alfamart komplek selmis,"jl. asem baris raya no.3, rt.3/rw.9, kebon baru, south jakarta city",11.994381940238707,yes,yes
indomaret kampung melayu besar,4.2,9,-6.2252467,106.8628154,"jl. kampung melayu besar no.18 rt. 10 / rw. 02, kebon baru, tebet, rt.1/rw.1, kb. baru, kota jakarta selatan",ChIJD391JYPzaS4RQJHI5zLfWfg,Indomaret,ChIJD391JYPzaS4RQJHI5zLfWfg,Kebon Baru,Tebet,Kota Jakarta Selatan,630,-6.2247584,106.8629242,alfamart,"jl. kp. melayu kecil no.17 a, rt.12/rw.9, bukit duri, kota jakarta selatan",55.61256591348129,no,no
indomaret plus tebet timur dalam,4.5,255,-6.2403194,106.8557598,"jl. tebet timur raya no.29, rt.1/rw.8, tebet tim., kota jakarta selatan",ChIJWRooDKPzaS4R-oR5GrizSpE,Indomaret,ChIJWRooDKPzaS4R-oR5GrizSpE,Tebet Timur,Tebet,Kota Jakarta Selatan,631,-6.2427469,106.8545314,alfamart apartemen signature,"jl. letjen m.t. haryono no.10, rw.9, tebet tim., kota jakarta selatan",302.1538183284463,no,no
indomaret gudang peluru,4.8,13,-6.2255444,106.8622325,"jl. gudang peluru raya no.b1, rt.1/rw.1, kebon baru, south jakarta city",ChIJM_MGcAHzaS4RaWCJ-tf_NBA,Indomaret,ChIJM_MGcAHzaS4RaWCJ-tf_NBA,Kebon Baru,Tebet,Kota Jakarta Selatan,632,-6.2247584,106.8629242,alfamart,"jl. kp. melayu kecil no.17 a, rt.12/rw.9, bukit duri, kota jakarta selatan",116.12403815919545,no,no
